% Created using /stochastic/trunk/tools/piCurves/piCurve.py
% and /home/andrew.matas/repositories/stochastic/trunk/analyses/O2/iso/results/PI_curve/make_o1o2_py_curve.py
%
# f (Hz)	sigma(f)	PI(f)
4.234688e+02	2.977521e-03	2.000988e-05
4.235000e+02	2.985394e-03	2.001725e-05
4.235312e+02	2.964717e-03	2.002463e-05
4.235625e+02	2.956616e-03	2.003203e-05
4.235938e+02	2.947938e-03	2.003943e-05
4.236250e+02	2.941731e-03	2.004681e-05
4.236562e+02	2.939289e-03	2.005420e-05
4.236875e+02	2.930812e-03	2.006161e-05
4.237188e+02	2.921589e-03	2.006902e-05
4.237500e+02	2.917172e-03	2.007641e-05
4.237812e+02	2.914876e-03	2.008380e-05
4.238125e+02	2.911287e-03	2.009122e-05
4.238438e+02	2.902713e-03	2.009864e-05
4.238750e+02	2.895167e-03	2.010604e-05
4.239062e+02	2.888412e-03	2.011344e-05
4.239375e+02	2.880857e-03	2.012086e-05
4.239688e+02	2.877777e-03	2.012829e-05
4.240000e+02	3.017714e-03	2.013570e-05
4.240312e+02	2.865399e-03	2.014311e-05
4.240625e+02	2.861255e-03	2.015054e-05
4.240938e+02	2.855058e-03	2.015798e-05
4.241250e+02	2.851131e-03	2.016540e-05
4.241562e+02	2.845329e-03	2.017282e-05
4.241875e+02	2.840872e-03	2.018026e-05
4.242188e+02	2.833609e-03	2.018771e-05
4.242500e+02	2.827784e-03	2.019513e-05
4.242812e+02	2.823505e-03	2.020256e-05
4.243125e+02	2.821567e-03	2.021001e-05
4.243438e+02	2.819723e-03	2.021747e-05
4.243750e+02	2.814514e-03	2.022490e-05
4.244062e+02	2.809971e-03	2.023234e-05
4.244375e+02	2.806592e-03	2.023980e-05
4.244688e+02	2.803577e-03	2.024726e-05
4.245000e+02	2.812320e-03	2.025470e-05
4.245312e+02	2.794428e-03	2.026215e-05
4.245625e+02	2.788383e-03	2.026962e-05
4.245938e+02	2.785683e-03	2.027709e-05
4.246250e+02	2.781679e-03	2.028454e-05
4.246562e+02	2.776882e-03	2.029200e-05
4.246875e+02	2.772098e-03	2.029948e-05
4.247188e+02	2.768562e-03	2.030696e-05
4.247500e+02	2.764833e-03	2.031442e-05
4.247812e+02	2.759875e-03	2.032188e-05
4.248125e+02	2.757137e-03	2.032937e-05
4.248438e+02	2.752164e-03	2.033686e-05
4.248750e+02	2.745854e-03	2.034433e-05
4.249062e+02	2.740226e-03	2.035180e-05
4.249375e+02	2.737859e-03	2.035929e-05
4.249688e+02	2.734507e-03	2.036679e-05
4.250000e+02	2.911904e-03	2.037427e-05
4.250312e+02	2.727044e-03	2.038175e-05
4.250625e+02	2.721952e-03	2.038926e-05
4.250938e+02	2.716790e-03	2.039677e-05
4.251250e+02	2.711940e-03	2.040425e-05
4.251562e+02	2.711196e-03	2.041174e-05
4.251875e+02	2.709663e-03	2.041925e-05
4.252188e+02	2.703308e-03	2.042677e-05
4.252500e+02	2.701127e-03	2.043427e-05
4.252812e+02	2.697822e-03	2.044176e-05
4.253125e+02	2.691896e-03	2.044929e-05
4.253438e+02	2.687170e-03	2.045681e-05
4.253750e+02	2.684464e-03	2.046432e-05
4.254062e+02	2.684739e-03	2.047182e-05
4.254375e+02	2.683528e-03	2.047936e-05
4.254688e+02	2.677317e-03	2.048689e-05
4.255000e+02	2.687378e-03	2.049440e-05
4.255312e+02	2.671220e-03	2.050192e-05
4.255625e+02	2.665752e-03	2.050946e-05
4.255938e+02	2.662726e-03	2.051700e-05
4.256250e+02	2.661724e-03	2.052452e-05
4.256562e+02	2.660119e-03	2.053205e-05
4.256875e+02	2.660175e-03	2.053960e-05
4.257188e+02	2.655644e-03	2.054715e-05
4.257500e+02	2.653433e-03	2.055468e-05
4.257812e+02	2.651426e-03	2.056221e-05
4.258125e+02	2.649352e-03	2.056977e-05
4.258438e+02	2.645416e-03	2.057733e-05
4.258750e+02	2.641567e-03	2.058487e-05
4.259062e+02	2.642432e-03	2.059241e-05
4.259375e+02	2.641986e-03	2.059998e-05
4.259688e+02	2.637835e-03	2.060755e-05
4.260000e+02	2.852998e-03	2.061510e-05
4.260312e+02	2.632014e-03	2.062265e-05
4.260625e+02	2.632008e-03	2.063023e-05
4.260938e+02	2.628360e-03	2.063781e-05
4.261250e+02	2.623648e-03	2.064536e-05
4.261562e+02	2.620137e-03	2.065292e-05
4.261875e+02	2.617099e-03	2.066051e-05
4.262188e+02	2.618289e-03	2.066810e-05
4.262500e+02	2.617667e-03	2.067566e-05
4.262812e+02	2.615347e-03	2.068323e-05
4.263125e+02	2.616171e-03	2.069082e-05
4.263438e+02	2.615226e-03	2.069842e-05
4.263750e+02	2.611816e-03	2.070599e-05
4.264062e+02	2.608206e-03	2.071357e-05
4.264375e+02	2.605451e-03	2.072118e-05
4.264688e+02	2.605448e-03	2.072878e-05
4.265000e+02	2.618328e-03	2.073636e-05
4.265312e+02	2.605090e-03	2.074395e-05
4.265625e+02	2.602830e-03	2.075156e-05
4.265938e+02	2.601708e-03	2.075918e-05
4.266250e+02	2.601853e-03	2.076677e-05
4.266562e+02	2.599188e-03	2.077436e-05
4.266875e+02	2.601061e-03	2.078199e-05
4.267188e+02	2.602705e-03	2.078961e-05
4.267500e+02	2.602623e-03	2.079721e-05
4.267812e+02	2.599903e-03	2.080481e-05
4.268125e+02	2.596428e-03	2.081244e-05
4.268438e+02	2.590958e-03	2.082008e-05
4.268750e+02	2.586699e-03	2.082769e-05
4.269062e+02	2.586515e-03	2.083530e-05
4.269375e+02	2.586624e-03	2.084294e-05
4.269688e+02	2.586572e-03	2.085058e-05
4.270000e+02	2.842644e-03	2.085820e-05
4.270312e+02	2.584435e-03	2.086582e-05
4.270625e+02	2.582116e-03	2.087347e-05
4.270938e+02	2.581743e-03	2.088112e-05
4.271250e+02	2.578211e-03	2.088875e-05
4.271562e+02	2.578346e-03	2.089638e-05
4.271875e+02	2.577487e-03	2.090403e-05
4.272188e+02	2.576257e-03	2.091169e-05
4.272500e+02	2.576400e-03	2.091933e-05
4.272812e+02	2.575736e-03	2.092697e-05
4.273125e+02	2.573680e-03	2.093464e-05
4.273438e+02	2.574386e-03	2.094230e-05
4.273750e+02	2.573548e-03	2.094995e-05
4.274062e+02	2.571436e-03	2.095760e-05
4.274375e+02	2.568131e-03	2.096527e-05
4.274688e+02	2.569936e-03	2.097295e-05
4.275000e+02	2.582587e-03	2.098061e-05
4.275312e+02	2.570646e-03	2.098826e-05
4.275625e+02	2.570511e-03	2.099595e-05
4.275938e+02	2.567357e-03	2.100363e-05
4.276250e+02	2.568910e-03	2.101130e-05
4.276562e+02	2.570614e-03	2.101896e-05
4.276875e+02	2.569581e-03	2.102666e-05
4.277188e+02	2.568474e-03	2.103435e-05
4.277500e+02	2.567638e-03	2.104202e-05
4.277812e+02	2.568123e-03	2.104970e-05
4.278125e+02	2.569633e-03	2.105740e-05
4.278438e+02	2.570590e-03	2.106511e-05
4.278750e+02	2.568847e-03	2.107279e-05
4.279062e+02	2.570797e-03	2.108047e-05
4.279375e+02	2.567296e-03	2.108818e-05
4.279688e+02	2.566618e-03	2.109590e-05
4.280000e+02	2.858440e-03	2.110359e-05
4.280312e+02	2.567098e-03	2.111128e-05
4.280625e+02	2.565790e-03	2.111900e-05
4.280938e+02	2.567076e-03	2.112672e-05
4.281250e+02	2.566116e-03	2.113442e-05
4.281562e+02	2.567760e-03	2.114212e-05
4.281875e+02	2.566623e-03	2.114985e-05
4.282188e+02	2.567710e-03	2.115758e-05
4.282500e+02	2.565995e-03	2.116529e-05
4.282812e+02	2.568440e-03	2.117300e-05
4.283125e+02	2.571276e-03	2.118074e-05
4.283438e+02	2.569780e-03	2.118848e-05
4.283750e+02	2.568044e-03	2.119620e-05
4.284062e+02	2.567232e-03	2.120392e-05
4.284375e+02	2.568182e-03	2.121167e-05
4.284688e+02	2.568471e-03	2.121942e-05
4.285000e+02	2.580889e-03	2.122714e-05
4.285312e+02	2.568880e-03	2.123487e-05
4.285625e+02	2.571680e-03	2.124263e-05
4.285938e+02	2.572140e-03	2.125039e-05
4.286250e+02	2.570867e-03	2.125812e-05
4.286562e+02	2.569281e-03	2.126586e-05
4.286875e+02	2.570412e-03	2.127363e-05
4.287188e+02	2.569742e-03	2.128139e-05
4.287500e+02	2.570281e-03	2.128914e-05
4.287812e+02	2.574040e-03	2.129689e-05
4.288125e+02	2.576102e-03	2.130466e-05
4.288438e+02	2.579060e-03	2.131244e-05
4.288750e+02	2.578279e-03	2.132019e-05
4.289062e+02	2.576224e-03	2.132795e-05
4.289375e+02	2.580029e-03	2.133573e-05
4.289688e+02	2.580092e-03	2.134352e-05
4.290000e+02	2.900317e-03	2.135128e-05
4.290312e+02	2.578618e-03	2.135904e-05
4.290625e+02	2.579380e-03	2.136684e-05
4.290938e+02	2.581324e-03	2.137463e-05
4.291250e+02	2.582337e-03	2.138240e-05
4.291562e+02	2.581279e-03	2.139018e-05
4.291875e+02	2.582325e-03	2.139798e-05
4.292188e+02	2.582547e-03	2.140578e-05
4.292500e+02	2.585300e-03	2.141356e-05
4.292812e+02	2.583666e-03	2.142135e-05
4.293125e+02	2.585685e-03	2.142916e-05
4.293438e+02	2.589462e-03	2.143697e-05
4.293750e+02	2.588820e-03	2.144476e-05
4.294062e+02	2.590928e-03	2.145255e-05
4.294375e+02	2.591556e-03	2.146037e-05
4.294688e+02	2.594188e-03	2.146820e-05
4.295000e+02	2.608960e-03	2.147599e-05
4.295312e+02	2.596473e-03	2.148380e-05
4.295625e+02	2.596986e-03	2.149162e-05
4.295938e+02	2.598779e-03	2.149946e-05
4.296250e+02	2.600805e-03	2.150726e-05
4.296562e+02	2.601061e-03	2.151507e-05
4.296875e+02	2.601941e-03	2.152291e-05
4.297188e+02	2.603426e-03	2.153075e-05
4.297500e+02	2.605079e-03	2.153857e-05
4.297812e+02	2.605656e-03	2.154639e-05
4.298125e+02	2.607468e-03	2.155424e-05
4.298438e+02	2.607858e-03	2.156209e-05
4.298750e+02	2.607870e-03	2.156991e-05
4.299062e+02	2.608338e-03	2.157774e-05
4.299375e+02	2.611470e-03	2.158560e-05
4.299688e+02	2.614567e-03	2.159346e-05
4.300000e+02	2.957223e-03	2.160129e-05
4.300312e+02	2.615922e-03	2.160913e-05
4.300625e+02	2.615503e-03	2.161699e-05
4.300938e+02	2.618209e-03	2.162486e-05
4.301250e+02	2.620800e-03	2.163271e-05
4.301562e+02	2.622020e-03	2.164055e-05
4.301875e+02	2.625666e-03	2.164843e-05
4.302188e+02	2.626687e-03	2.165631e-05
4.302500e+02	2.625100e-03	2.166416e-05
4.302812e+02	2.626399e-03	2.167202e-05
4.303125e+02	2.630715e-03	2.167990e-05
4.303438e+02	2.633589e-03	2.168778e-05
4.303750e+02	2.636532e-03	2.169565e-05
4.304062e+02	2.636312e-03	2.170351e-05
4.304375e+02	2.638331e-03	2.171141e-05
4.304688e+02	2.641522e-03	2.171930e-05
4.305000e+02	2.658248e-03	2.172717e-05
4.305312e+02	2.643855e-03	2.173505e-05
4.305625e+02	2.645781e-03	2.174295e-05
4.305938e+02	2.649721e-03	2.175085e-05
4.306250e+02	2.651405e-03	2.175873e-05
4.306562e+02	2.654002e-03	2.176662e-05
4.306875e+02	2.658129e-03	2.177453e-05
4.307188e+02	2.661938e-03	2.178244e-05
4.307500e+02	2.666477e-03	2.179033e-05
4.307812e+02	2.669536e-03	2.179823e-05
4.308125e+02	2.674470e-03	2.180615e-05
4.308438e+02	2.677321e-03	2.181407e-05
4.308750e+02	2.680126e-03	2.182197e-05
4.309062e+02	2.683173e-03	2.182987e-05
4.309375e+02	2.685718e-03	2.183780e-05
4.309688e+02	2.686304e-03	2.184573e-05
4.310000e+02	3.037903e-03	2.185364e-05
4.310312e+02	2.689737e-03	2.186155e-05
4.310625e+02	2.690344e-03	2.186949e-05
4.310938e+02	2.695384e-03	2.187743e-05
4.311250e+02	2.697169e-03	2.188535e-05
4.311562e+02	2.703910e-03	2.189327e-05
4.311875e+02	2.715652e-03	2.190122e-05
4.312188e+02	2.714237e-03	2.190917e-05
4.312500e+02	2.710242e-03	2.191709e-05
4.312812e+02	2.716374e-03	2.192502e-05
4.313125e+02	2.718987e-03	2.193298e-05
4.313438e+02	2.720495e-03	2.194094e-05
4.313750e+02	2.725400e-03	2.194888e-05
4.314062e+02	2.729909e-03	2.195682e-05
4.314375e+02	2.734433e-03	2.196478e-05
4.314688e+02	2.736620e-03	2.197275e-05
4.315000e+02	2.759543e-03	2.198070e-05
4.315312e+02	2.746779e-03	2.198864e-05
4.315625e+02	2.752069e-03	2.199662e-05
4.315938e+02	2.757129e-03	2.200460e-05
4.316250e+02	2.762248e-03	2.201255e-05
4.316562e+02	2.762966e-03	2.202051e-05
4.316875e+02	2.768061e-03	2.202849e-05
4.317188e+02	2.773671e-03	2.203648e-05
4.317500e+02	2.776395e-03	2.204445e-05
4.317812e+02	2.786634e-03	2.205241e-05
4.318125e+02	2.796894e-03	2.206041e-05
4.318438e+02	2.800200e-03	2.206840e-05
4.318750e+02	2.805194e-03	2.207638e-05
4.319062e+02	2.810033e-03	2.208435e-05
4.319375e+02	2.816044e-03	2.209235e-05
4.319688e+02	2.823308e-03	2.210036e-05
4.320000e+02	3.190799e-03	2.210834e-05
4.320312e+02	2.834890e-03	2.211633e-05
4.320625e+02	2.833925e-03	2.212434e-05
4.320938e+02	2.836835e-03	2.213235e-05
4.321250e+02	2.836990e-03	2.214035e-05
4.321562e+02	2.841511e-03	2.214834e-05
4.321875e+02	2.843297e-03	2.215636e-05
4.322188e+02	2.843508e-03	2.216439e-05
4.322500e+02	2.846409e-03	2.217239e-05
4.322812e+02	2.844258e-03	2.218039e-05
4.323125e+02	2.844487e-03	2.218842e-05
4.323438e+02	2.844586e-03	2.219645e-05
4.323750e+02	2.846389e-03	2.220447e-05
4.324062e+02	2.846250e-03	2.221248e-05
4.324375e+02	2.846655e-03	2.222052e-05
4.324688e+02	2.849484e-03	2.222856e-05
4.325000e+02	2.871857e-03	2.223658e-05
4.325312e+02	2.850888e-03	2.224460e-05
4.325625e+02	2.850939e-03	2.225265e-05
4.325938e+02	2.852180e-03	2.226070e-05
4.326250e+02	2.854454e-03	2.226873e-05
4.326562e+02	2.855571e-03	2.227676e-05
4.326875e+02	2.860786e-03	2.228482e-05
4.327188e+02	2.863440e-03	2.229288e-05
4.327500e+02	2.866634e-03	2.230092e-05
4.327812e+02	2.869675e-03	2.230896e-05
4.328125e+02	2.876009e-03	2.231703e-05
4.328438e+02	2.880752e-03	2.232510e-05
4.328750e+02	2.888768e-03	2.233315e-05
4.329062e+02	2.897758e-03	2.234120e-05
4.329375e+02	2.906725e-03	2.234928e-05
4.329688e+02	2.913889e-03	2.235736e-05
4.330000e+02	3.270704e-03	2.236541e-05
4.330312e+02	2.937738e-03	2.237347e-05
4.330625e+02	2.952079e-03	2.238156e-05
4.330938e+02	2.960780e-03	2.238965e-05
4.331250e+02	2.967566e-03	2.239771e-05
4.331562e+02	2.983584e-03	2.240578e-05
4.331875e+02	3.003324e-03	2.241388e-05
4.332188e+02	3.018848e-03	2.242198e-05
4.332500e+02	3.035905e-03	2.243005e-05
4.332812e+02	3.055577e-03	2.243813e-05
4.333125e+02	3.071817e-03	2.244624e-05
4.333438e+02	3.095561e-03	2.245434e-05
4.333750e+02	3.116819e-03	2.246243e-05
4.334062e+02	3.141181e-03	2.247052e-05
4.334375e+02	3.166589e-03	2.247863e-05
4.334688e+02	3.188415e-03	2.248675e-05
4.335000e+02	3.238454e-03	2.249484e-05
4.335312e+02	3.232602e-03	2.250294e-05
4.335625e+02	3.258658e-03	2.251106e-05
4.335938e+02	3.288096e-03	2.251919e-05
4.336250e+02	3.329092e-03	2.252729e-05
4.336562e+02	3.381074e-03	2.253540e-05
4.336875e+02	3.384321e-03	2.254353e-05
4.337188e+02	3.402456e-03	2.255167e-05
4.337500e+02	3.430386e-03	2.255978e-05
4.337812e+02	3.456268e-03	2.256790e-05
4.338125e+02	3.487553e-03	2.257604e-05
4.338438e+02	3.521306e-03	2.258418e-05
4.338750e+02	3.546820e-03	2.259231e-05
4.339062e+02	3.571380e-03	2.260043e-05
4.339375e+02	3.602222e-03	2.260858e-05
4.339688e+02	3.636774e-03	2.261674e-05
4.340000e+02	4.203950e-03	2.262487e-05
4.340312e+02	3.672174e-03	2.263300e-05
4.340625e+02	3.709304e-03	2.264117e-05
4.340938e+02	3.732379e-03	2.264933e-05
4.341250e+02	3.745622e-03	2.265747e-05
4.341562e+02	3.767789e-03	2.266561e-05
4.341875e+02	3.794514e-03	2.267378e-05
4.342188e+02	3.817068e-03	2.268196e-05
4.342500e+02	3.844107e-03	2.269011e-05
4.342812e+02	3.874437e-03	2.269826e-05
4.343125e+02	3.898855e-03	2.270644e-05
4.343438e+02	3.922811e-03	2.271463e-05
4.343750e+02	3.953498e-03	2.272278e-05
4.344062e+02	6.982006e-03	2.273095e-05
4.344375e+02	6.996034e-03	2.273914e-05
4.344688e+02	7.003910e-03	2.274733e-05
4.345000e+02	7.320863e-03	2.275550e-05
4.345312e+02	7.027773e-03	2.276367e-05
4.345625e+02	7.049018e-03	2.277187e-05
4.345938e+02	7.066364e-03	2.278007e-05
4.346250e+02	7.079274e-03	2.278825e-05
4.346562e+02	7.092168e-03	2.279643e-05
4.346875e+02	7.117847e-03	2.280464e-05
4.347188e+02	7.133200e-03	2.281285e-05
4.347500e+02	7.150757e-03	2.282104e-05
4.347812e+02	7.165116e-03	2.282923e-05
4.348125e+02	7.176209e-03	2.283745e-05
4.348438e+02	7.191914e-03	2.284567e-05
4.348750e+02	7.205481e-03	2.285386e-05
4.349062e+02	7.218988e-03	2.286206e-05
4.349375e+02	7.226643e-03	2.287029e-05
4.349688e+02	7.243831e-03	2.287852e-05
4.350000e+02	2.455033e-02	2.288673e-05
4.350312e+02	7.285114e-03	2.289494e-05
4.350625e+02	7.313160e-03	2.290318e-05
4.350938e+02	7.340817e-03	2.291142e-05
4.351250e+02	7.355397e-03	2.291963e-05
4.351562e+02	7.373652e-03	2.292785e-05
4.351875e+02	7.395392e-03	2.293610e-05
4.352188e+02	7.418504e-03	2.294435e-05
4.352500e+02	7.444023e-03	2.295257e-05
4.352812e+02	7.457006e-03	2.296080e-05
4.353125e+02	7.470771e-03	2.296906e-05
4.353438e+02	7.492612e-03	2.297731e-05
4.353750e+02	7.523742e-03	2.298555e-05
4.354062e+02	7.549013e-03	2.299379e-05
4.354375e+02	4.044119e-03	2.300205e-05
4.354688e+02	4.025996e-03	2.301032e-05
4.355000e+02	4.060729e-03	2.301856e-05
4.355312e+02	3.970673e-03	2.302681e-05
4.355625e+02	3.939636e-03	2.303509e-05
4.355938e+02	3.916628e-03	2.304336e-05
4.356250e+02	3.892823e-03	2.305162e-05
4.356562e+02	3.875011e-03	2.305987e-05
4.356875e+02	3.857588e-03	2.306816e-05
4.357188e+02	3.835755e-03	2.307645e-05
4.357500e+02	3.808842e-03	2.308471e-05
4.357812e+02	3.780097e-03	2.309298e-05
4.358125e+02	3.750378e-03	2.310127e-05
4.358438e+02	3.731933e-03	2.310957e-05
4.358750e+02	3.712247e-03	2.311784e-05
4.359062e+02	3.693148e-03	2.312611e-05
4.359375e+02	3.668496e-03	2.313442e-05
4.359688e+02	3.637956e-03	2.314272e-05
4.360000e+02	3.986155e-03	2.315101e-05
4.360312e+02	3.578600e-03	2.315929e-05
4.360625e+02	3.551000e-03	2.316761e-05
4.360938e+02	3.532297e-03	2.317592e-05
4.361250e+02	3.531403e-03	2.318421e-05
4.361562e+02	3.516871e-03	2.319251e-05
4.361875e+02	3.457027e-03	2.320083e-05
4.362188e+02	3.429122e-03	2.320916e-05
4.362500e+02	3.404079e-03	2.321746e-05
4.362812e+02	3.381369e-03	2.322576e-05
4.363125e+02	3.364641e-03	2.323409e-05
4.363438e+02	3.348099e-03	2.324243e-05
4.363750e+02	3.321675e-03	2.325074e-05
4.364062e+02	3.297321e-03	2.325905e-05
4.364375e+02	3.280588e-03	2.326739e-05
4.364688e+02	7.715598e-03	2.327574e-05
4.365000e+02	8.112708e-03	2.328406e-05
4.365312e+02	7.693057e-03	2.329238e-05
4.365625e+02	7.676903e-03	2.330073e-05
4.365938e+02	7.675794e-03	2.330909e-05
4.366250e+02	3.177681e-03	2.331742e-05
4.366562e+02	3.161413e-03	2.332575e-05
4.366875e+02	3.150464e-03	2.333411e-05
4.367188e+02	3.140123e-03	2.334247e-05
4.367500e+02	3.131723e-03	2.335081e-05
4.367812e+02	3.120235e-03	2.335915e-05
4.368125e+02	3.112444e-03	2.336753e-05
4.368438e+02	3.104484e-03	2.337590e-05
4.368750e+02	3.094166e-03	2.338425e-05
4.369062e+02	3.085038e-03	2.339260e-05
4.369375e+02	3.081809e-03	2.340098e-05
4.369688e+02	3.081674e-03	2.340936e-05
4.370000e+02	3.246713e-03	2.341772e-05
4.370312e+02	3.071225e-03	2.342608e-05
4.370625e+02	3.070052e-03	2.343447e-05
4.370938e+02	3.070625e-03	2.344286e-05
4.371250e+02	3.069810e-03	2.345123e-05
4.371562e+02	3.072741e-03	2.345960e-05
4.371875e+02	3.070000e-03	2.346800e-05
4.372188e+02	3.069022e-03	2.347640e-05
4.372500e+02	3.068768e-03	2.348478e-05
4.372812e+02	3.069555e-03	2.349316e-05
4.373125e+02	3.070500e-03	2.350157e-05
4.373438e+02	3.069034e-03	2.350998e-05
4.373750e+02	3.076018e-03	2.351837e-05
4.374062e+02	3.078072e-03	2.352676e-05
4.374375e+02	3.077948e-03	2.353518e-05
4.374688e+02	3.076930e-03	2.354360e-05
4.375000e+02	3.100721e-03	2.355200e-05
4.375312e+02	3.080983e-03	2.356040e-05
4.375625e+02	3.081346e-03	2.356882e-05
4.375938e+02	3.086270e-03	2.357726e-05
4.376250e+02	3.086619e-03	2.358566e-05
4.376562e+02	3.081835e-03	2.359407e-05
4.376875e+02	3.083181e-03	2.360251e-05
4.377188e+02	3.086833e-03	2.361095e-05
4.377500e+02	3.086132e-03	2.361936e-05
4.377812e+02	3.081379e-03	2.362778e-05
4.378125e+02	3.083501e-03	2.363623e-05
4.378438e+02	3.084335e-03	2.364468e-05
4.378750e+02	3.085941e-03	2.365311e-05
4.379062e+02	3.084586e-03	2.366153e-05
4.379375e+02	3.083797e-03	2.366999e-05
4.379688e+02	3.085892e-03	2.367845e-05
4.380000e+02	3.216368e-03	2.368689e-05
4.380312e+02	3.080389e-03	2.369532e-05
4.380625e+02	3.081257e-03	2.370379e-05
4.380938e+02	3.086366e-03	2.371226e-05
4.381250e+02	3.089643e-03	2.372071e-05
4.381562e+02	3.089987e-03	2.372915e-05
4.381875e+02	3.088543e-03	2.373763e-05
4.382188e+02	3.087306e-03	2.374611e-05
4.382500e+02	3.084570e-03	2.375456e-05
4.382812e+02	3.082235e-03	2.376302e-05
4.383125e+02	3.078647e-03	2.377151e-05
4.383438e+02	3.077338e-03	2.378000e-05
4.383750e+02	3.077221e-03	2.378846e-05
4.384062e+02	3.076699e-03	2.379693e-05
4.384375e+02	3.073199e-03	2.380542e-05
4.384688e+02	3.068370e-03	2.381392e-05
4.385000e+02	3.088314e-03	2.382240e-05
4.385312e+02	3.067506e-03	2.383087e-05
4.385625e+02	3.071833e-03	2.383938e-05
4.385938e+02	3.073459e-03	2.384789e-05
4.386250e+02	3.073537e-03	2.385637e-05
4.386562e+02	3.065609e-03	2.386486e-05
4.386875e+02	3.065098e-03	2.387337e-05
4.387188e+02	3.063254e-03	2.388189e-05
4.387500e+02	3.061681e-03	2.389038e-05
4.387812e+02	3.059018e-03	2.389888e-05
4.388125e+02	3.056893e-03	2.390740e-05
4.388438e+02	3.058297e-03	2.391593e-05
4.388750e+02	3.058368e-03	2.392443e-05
4.389062e+02	3.058922e-03	2.393294e-05
4.389375e+02	3.056736e-03	2.394147e-05
4.389688e+02	3.055550e-03	2.395001e-05
4.390000e+02	3.159267e-03	2.395852e-05
4.390312e+02	3.055397e-03	2.396704e-05
4.390625e+02	3.054505e-03	2.397558e-05
4.390938e+02	3.056327e-03	2.398413e-05
4.391250e+02	3.055796e-03	2.399265e-05
4.391562e+02	3.055862e-03	2.400118e-05
4.391875e+02	3.054935e-03	2.400973e-05
4.392188e+02	3.053763e-03	2.401829e-05
4.392500e+02	3.054525e-03	2.402682e-05
4.392812e+02	3.055031e-03	2.403535e-05
4.393125e+02	3.053446e-03	2.404392e-05
4.393438e+02	3.054391e-03	2.405248e-05
4.393750e+02	3.055717e-03	2.406103e-05
4.394062e+02	3.053853e-03	2.406957e-05
4.394375e+02	3.056573e-03	2.407814e-05
4.394688e+02	3.060196e-03	2.408672e-05
4.395000e+02	3.077983e-03	2.409527e-05
4.395312e+02	3.057341e-03	2.410383e-05
4.395625e+02	3.057621e-03	2.411241e-05
4.395938e+02	3.055751e-03	2.412100e-05
4.396250e+02	3.055554e-03	2.412956e-05
4.396562e+02	3.057296e-03	2.413812e-05
4.396875e+02	3.060198e-03	2.414671e-05
4.397188e+02	3.057662e-03	2.415531e-05
4.397500e+02	3.056857e-03	2.416388e-05
4.397812e+02	3.057942e-03	2.417245e-05
4.398125e+02	3.061271e-03	2.418106e-05
4.398438e+02	3.059189e-03	2.418966e-05
4.398750e+02	3.060904e-03	2.419824e-05
4.399062e+02	3.061102e-03	2.420683e-05
4.399375e+02	3.060884e-03	2.421544e-05
4.399688e+02	3.058543e-03	2.422405e-05
4.400000e+02	3.158567e-03	2.423265e-05
4.400312e+02	3.062121e-03	2.424124e-05
4.400625e+02	3.065061e-03	2.424986e-05
4.400938e+02	3.066528e-03	2.425849e-05
4.401250e+02	3.067865e-03	2.426709e-05
4.401562e+02	3.069055e-03	2.427569e-05
4.401875e+02	3.067140e-03	2.428432e-05
4.402188e+02	3.068135e-03	2.429296e-05
4.402500e+02	3.070493e-03	2.430157e-05
4.402812e+02	3.067185e-03	2.431018e-05
4.403125e+02	3.065139e-03	2.431882e-05
4.403438e+02	3.070733e-03	2.432747e-05
4.403750e+02	3.071478e-03	2.433609e-05
4.404062e+02	3.070884e-03	2.434471e-05
4.404375e+02	3.069677e-03	2.435336e-05
4.404688e+02	3.076880e-03	2.436201e-05
4.405000e+02	3.092963e-03	2.437064e-05
4.405312e+02	3.082843e-03	2.437928e-05
4.405625e+02	3.075034e-03	2.438794e-05
4.405938e+02	3.075729e-03	2.439660e-05
4.406250e+02	3.075589e-03	2.440524e-05
4.406562e+02	3.079067e-03	2.441388e-05
4.406875e+02	3.080051e-03	2.442256e-05
4.407188e+02	3.082248e-03	2.443123e-05
4.407500e+02	3.083687e-03	2.443988e-05
4.407812e+02	3.086798e-03	2.444853e-05
4.408125e+02	3.086544e-03	2.445721e-05
4.408438e+02	3.085987e-03	2.446590e-05
4.408750e+02	3.086513e-03	2.447455e-05
4.409062e+02	3.087840e-03	2.448322e-05
4.409375e+02	3.088742e-03	2.449191e-05
4.409688e+02	3.086751e-03	2.450060e-05
4.410000e+02	3.194180e-03	2.450927e-05
4.410312e+02	3.080707e-03	2.451794e-05
4.410625e+02	3.080163e-03	2.452664e-05
4.410938e+02	3.081235e-03	2.453535e-05
4.411250e+02	3.079123e-03	2.454403e-05
4.411562e+02	3.076236e-03	2.455271e-05
4.411875e+02	3.075579e-03	2.456142e-05
4.412188e+02	3.076032e-03	2.457013e-05
4.412500e+02	3.077778e-03	2.457882e-05
4.412812e+02	3.076655e-03	2.458751e-05
4.413125e+02	3.077991e-03	2.459623e-05
4.413438e+02	3.078682e-03	2.460496e-05
4.413750e+02	3.080721e-03	2.461365e-05
4.414062e+02	3.079864e-03	2.462235e-05
4.414375e+02	3.078068e-03	2.463109e-05
